0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,4,1,2,2,3,3,3,3,3,3,2,0,0,2,0,0,0,
0,0,0,0,1,0,0,0,6,0,0,0,4,8,7,1,0,0,0,1,1,1,1,1,1,1,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,5,6,2,1,1,1,4,5,2,1,5,1,1,1,
1,10,1,1,5,1,0,1,2,1,0,0,0,1,0,3,0,4,7,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,11,0,0,1,1,1,1,1,1,0,0,1,4,4,1,0,1,1,1,2,1,13,2,3,
1,2,7,4,4,1,2,2,1,4,4,0,0,2,2,1,3,5,7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,12,2,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,27,24,23,
23,31,21,27,26,17,19,19,20,20,21,22,22,23,22,22,20,18,22,27,30,30,25,31,35,33,31,35,39,39,26,22,22,26,25,20,22,28,22,22,25,26,
21,21,21,21,21,20,21,21,21,20,19,18,18,18,17,18,18,19,18,19,19,19,20,20,21,22,23,24,24,25,22,25,28,28,24,22,24,27,24,28,24,23,
30,33,34,36,37,34,19,27,33,34,25,20,18,21,22,25,13,20,22,19,24,16,27,26,26,26,26,25,25,25,25,27,23,23,26,17,18,36,26,26,26,26,
